-0.0411549,-0.1067450,-0.2452042,0.1189795,0.0486766,0.1209927,-0.0846969,-0.1887176,-0.0407829,-0.0471190,-0.1742153,-0.2218647,-0.0692145,0.1436745,0.1673032,-0.1343606,0.1504885,-0.0271898,-0.1810586,-0.0511223,-0.0647048,0.0678007,-0.3093284,-0.1492421,0.0435286
0.1409553,0.3017558,-0.0420636,0.0190007,0.1936024,0.1786528,-0.0730822,0.2615011,0.1189574,0.1476670,0.0329585,0.1472564,-0.0384791,0.1310557,-0.0359166,0.0557541,0.0310413,0.1821581,0.1222357,-0.1218913,0.1578304,0.0907573,-0.0144306,0.0197688,0.0587331
0.1565760,0.0884733,0.0374821,0.0743430,0.0694724,-0.0906330,0.1690616,-0.1930003,-0.0307643,-0.1692088,0.0799479,0.1729075,-0.1919247,0.0740463,-0.1789893,0.0357720,0.0804183,-0.0421202,-0.1843258,0.0754180,0.0064403,0.0984608,-0.0822850,-0.0375403,-0.2525521
0.1136333,0.0863881,-0.1333361,-0.1312631,0.0824603,-0.1400142,0.0743701,-0.0540340,-0.0150639,0.0504651,0.1451500,-0.1545159,0.0210971,-0.0446655,0.0758041,0.1266146,0.1606196,-0.0897346,0.0829684,0.1220853,-0.0911326,-0.1510558,-0.0393344,0.0012323,-0.0032377
-0.0261565,0.0958841,0.2166250,-0.0409057,0.1640636,-0.1019143,0.1357947,0.0200668,0.0707226,-0.0675412,-0.0456281,0.0148278,-0.0067212,-0.2199768,0.1974751,0.1286172,-0.1166617,0.1501970,0.0482453,-0.0427966,-0.1241676,0.0869457,-0.0905028,-0.1984037,0.0597791
-0.1081900,-0.0679401,0.1513739,0.0278156,0.0291441,0.1208019,-0.0840832,-0.0302345,0.1859435,0.1603241,0.1192567,0.1337808,0.1365371,0.0322873,-0.1536125,-0.0029492,-0.0371542,0.1937622,0.0908253,0.1937860,-0.0250307,-0.1493793,-0.0382221,0.1978253,-0.0839658
-0.1449707,0.0906184,-0.1854014,-0.1591695,-0.2227838,-0.1352565,-0.1386866,-0.0665295,-0.0797153,-0.0278144,0.0929629,0.0327449,-0.0132051,-0.1604901,-0.1548547,0.0823862,-0.0374175,0.0129015,-0.0226640,-0.1946056,0.0200093,-0.1618901,0.0400429,-0.1336870,-0.2350466
0.0163361,0.1797975,0.0614561,0.1098152,-0.0681368,0.1221733,0.0425029,-0.1633976,0.0031406,0.0523771,-0.0712562,0.0455136,-0.0334099,0.0366116,-0.0934427,0.0218063,-0.1123194,-0.0197760,0.2033958,-0.0871145,0.1095363,0.1126302,0.0629792,0.1692010,-0.0452087
-0.0603947,-0.1576591,0.0721029,-0.1709830,0.0626860,-0.0479560,-0.1081317,0.0339612,0.1238262,0.1423892,-0.0799350,0.0315701,0.0060655,0.0018328,-0.0243945,-0.1365530,-0.0991933,0.1631971,-0.1319778,0.0584733,-0.0178837,-0.0986197,-0.0161985,0.0244274,0.1823335
0.0583945,-0.0092302,0.1006646,-0.1324134,0.0078789,-0.0617779,0.0609668,-0.0940348,-0.1423255,0.0083814,0.0460519,0.0272059,-0.1039953,0.2212619,-0.0259460,-0.0490199,0.2443144,0.0052839,0.0572807,0.0646071,-0.0924062,-0.1117156,-0.0114606,0.0990611,-0.1277121
0.0450469,-0.0385332,0.0525991,-0.1140597,-0.1412377,0.0275772,0.0993025,0.1031417,-0.2066481,-0.1259666,-0.1804849,0.1333420,0.0542909,0.1110104,0.1584870,-0.0052992,-0.0630225,-0.2160438,0.0201934,-0.0143268,-0.2075813,-0.2041442,-0.1804659,-0.1573207,0.0575899
0.1307991,0.0311528,0.1625467,0.1069801,-0.1201427,-0.1088040,-0.1165141,0.0099755,0.1345696,0.0316404,0.0598461,0.0234234,0.0352296,0.1641981,-0.0791761,0.0695810,0.1599807,-0.1905728,0.1636369,0.1032066,-0.1173634,0.0056876,0.1533018,0.1448223,-0.1340334
-0.0801391,0.1288339,-0.1671790,-0.2130040,-0.0362890,0.0269947,0.2459826,-0.0251354,0.0014456,-0.0874159,0.0193346,0.0523597,-0.1068221,-0.0915371,0.0425510,-0.0354123,0.2274831,-0.0429206,0.1854767,-0.0412353,0.0186199,0.2293169,0.1819754,0.2498269,0.0716601
-0.1050945,-0.1977826,0.0150482,-0.0146122,0.1255361,-0.0509814,0.0622072,-0.2010116,0.0677332,-0.1580498,0.1204537,-0.1578945,-0.1223928,0.0506787,-0.1677938,0.0862419,0.0660547,0.0388170,-0.1789017,0.0201594,-0.1449905,-0.0427332,-0.1687044,0.0083036,-0.0690653
0.0189397
0.0019925
-0.0126427
0.0086545
0.0037295
0.0274601
0.0304648
